sent,word_num,word_len,word,orig,ent_type,pos1,pos2,pos3,係り受け,木の深さ
大江戸視覚革命―十八世紀日本の西洋科学と民衆文化,13,2,日本,日本,,名詞,固有名詞,地名,[],1
大江戸視覚革命―十八世紀日本の西洋科学と民衆文化,13,1,の,の,,助詞,格助詞,,[],1
大江戸視覚革命―十八世紀日本の西洋科学と民衆文化,13,2,西洋,西洋,,名詞,普通名詞,一般,[],1
大江戸視覚革命―十八世紀日本の西洋科学と民衆文化,13,2,科学,科学,,名詞,普通名詞,サ変可能,[],1
大江戸視覚革命―十八世紀日本の西洋科学と民衆文化,13,1,と,と,,助詞,格助詞,,[],1
大江戸視覚革命―十八世紀日本の西洋科学と民衆文化,13,2,民衆,民衆,,名詞,普通名詞,一般,[],1
大江戸視覚革命―十八世紀日本の西洋科学と民衆文化,13,2,文化,文化,,名詞,普通名詞,一般,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,3,不平等,不平等,,名詞,普通名詞,形状詞可能,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,1,と,と,,助詞,格助詞,,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,1,の,の,,助詞,格助詞,,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,2,闘い,戦い,,名詞,普通名詞,一般,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,3,ルソー,ルソー,,名詞,固有名詞,人名,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,2,から,から,,助詞,格助詞,,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,4,ピケティ,ピケティ,,名詞,普通名詞,一般,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,2,まで,まで,,助詞,副助詞,,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,1,(,（,,補助記号,括弧開,,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,1,(,（,,補助記号,括弧開,,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,2,文春,文春,,名詞,固有名詞,一般,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,2,新書,新書,,名詞,普通名詞,一般,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,1,),）,,補助記号,括弧閉,,[],1
不平等との闘い ルソーからピケティまで ((文春新書)),14,1,),）,,補助記号,括弧閉,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,人,人,,名詞,普通名詞,一般,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,は,は,,助詞,係助詞,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,2,なぜ,何故,,副詞,,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,2,集団,集団,,名詞,普通名詞,一般,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,に,に,,助詞,格助詞,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,2,なる,成る,,動詞,非自立可能,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,と,と,,助詞,格助詞,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,3,怠ける,怠ける,,動詞,一般,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,の,の,,助詞,準体助詞,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,か,か,,助詞,終助詞,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,-,-,,補助記号,一般,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,「,「,,補助記号,括弧開,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,3,社会的,社会的,,名詞,普通名詞,形状詞可能,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,3,手抜き,手抜き,,名詞,普通名詞,サ変可能,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,」,」,,補助記号,括弧閉,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,の,の,,助詞,格助詞,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,3,心理学,心理学,,名詞,普通名詞,一般,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,(,（,,補助記号,括弧開,,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,2,中公,中公,,名詞,固有名詞,一般,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,2,新書,新書,,名詞,普通名詞,一般,[],1
人はなぜ集団になると怠けるのか - 「社会的手抜き」の心理学 (中公新書),21,1,),）,,補助記号,括弧閉,,[],1
詭弁論理学 (中公新書 (448)),9,2,詭弁,詭弁,,名詞,普通名詞,一般,[],1
詭弁論理学 (中公新書 (448)),9,3,論理学,論理学,,名詞,普通名詞,一般,[],1
詭弁論理学 (中公新書 (448)),9,1,(,（,,補助記号,括弧開,,[],1
詭弁論理学 (中公新書 (448)),9,2,中公,中公,,名詞,固有名詞,一般,[],1
詭弁論理学 (中公新書 (448)),9,2,新書,新書,,名詞,普通名詞,一般,[],1
詭弁論理学 (中公新書 (448)),9,1,(,（,,補助記号,括弧開,,[],1
詭弁論理学 (中公新書 (448)),9,3,448,448,,名詞,数詞,,[],1
詭弁論理学 (中公新書 (448)),9,1,),）,,補助記号,括弧閉,,[],1
詭弁論理学 (中公新書 (448)),9,1,),）,,補助記号,括弧閉,,[],1
群れはなぜ同じ方向を目指すのか?,10,2,群れ,群れ,,名詞,普通名詞,一般,[],1
群れはなぜ同じ方向を目指すのか?,10,1,は,は,,助詞,係助詞,,[],1
群れはなぜ同じ方向を目指すのか?,10,2,なぜ,何故,,副詞,,,[],1
群れはなぜ同じ方向を目指すのか?,10,2,同じ,同じ,,連体詞,,,[],1
群れはなぜ同じ方向を目指すのか?,10,2,方向,方向,,名詞,普通名詞,一般,[],1
群れはなぜ同じ方向を目指すのか?,10,1,を,を,,助詞,格助詞,,[],1
群れはなぜ同じ方向を目指すのか?,10,3,目指す,目指す,,動詞,一般,,[],1
群れはなぜ同じ方向を目指すのか?,10,1,の,の,,助詞,準体助詞,,[],1
群れはなぜ同じ方向を目指すのか?,10,1,か,か,,助詞,終助詞,,[],1
群れはなぜ同じ方向を目指すのか?,10,1,?,？,,補助記号,句点,,[],1
現代経済思想―サムエルソンからクルーグマンまで,8,2,現代,現代,,名詞,普通名詞,副詞可能,[],1
現代経済思想―サムエルソンからクルーグマンまで,8,2,経済,経済,,名詞,普通名詞,一般,[],1
現代経済思想―サムエルソンからクルーグマンまで,8,2,思想,思想,,名詞,普通名詞,一般,[],1
現代経済思想―サムエルソンからクルーグマンまで,8,1,―,―,,補助記号,一般,,[],1
現代経済思想―サムエルソンからクルーグマンまで,8,6,サムエルソン,サミュエルソン,,名詞,固有名詞,人名,[],1
現代経済思想―サムエルソンからクルーグマンまで,8,2,から,から,,助詞,格助詞,,[],1
現代経済思想―サムエルソンからクルーグマンまで,8,6,クルーグマン,クルーグマン,,名詞,固有名詞,人名,[],1
現代経済思想―サムエルソンからクルーグマンまで,8,2,まで,まで,,助詞,副助詞,,[],1
経済学に脳と心は必要か?,9,3,経済学,経済学,,名詞,普通名詞,一般,[],1
経済学に脳と心は必要か?,9,1,に,に,,助詞,格助詞,,[],1
経済学に脳と心は必要か?,9,1,脳,脳,,名詞,普通名詞,一般,[],1
経済学に脳と心は必要か?,9,1,と,と,,助詞,格助詞,,[],1
経済学に脳と心は必要か?,9,1,心,心,,名詞,普通名詞,サ変可能,[],1
経済学に脳と心は必要か?,9,1,は,は,,助詞,係助詞,,[],1
経済学に脳と心は必要か?,9,2,必要,必要,,名詞,普通名詞,形状詞可能,[],1
経済学に脳と心は必要か?,9,1,か,か,,助詞,終助詞,,[],1
経済学に脳と心は必要か?,9,1,?,？,,補助記号,句点,,[],1
心の社会,3,1,心,心,,名詞,普通名詞,サ変可能,[],1
心の社会,3,1,の,の,,助詞,格助詞,,[],1
心の社会,3,2,社会,社会,,名詞,普通名詞,一般,[],1
神は妄想である―宗教との決別,10,1,神,神,,名詞,普通名詞,一般,[],1
神は妄想である―宗教との決別,10,1,は,は,,助詞,係助詞,,[],1
神は妄想である―宗教との決別,10,2,妄想,妄想,,名詞,普通名詞,サ変可能,[],1
神は妄想である―宗教との決別,10,1,で,だ,,助動詞,,,[],1
神は妄想である―宗教との決別,10,2,ある,有る,,動詞,非自立可能,,[],1
神は妄想である―宗教との決別,10,1,―,―,,補助記号,一般,,[],1
神は妄想である―宗教との決別,10,2,宗教,宗教,,名詞,普通名詞,一般,[],1
神は妄想である―宗教との決別,10,1,と,と,,助詞,格助詞,,[],1
神は妄想である―宗教との決別,10,1,の,の,,助詞,格助詞,,[],1
神は妄想である―宗教との決別,10,2,決別,決別,,名詞,普通名詞,サ変可能,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,3,帝王学,帝王学,,名詞,普通名詞,一般,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,1,「,「,,補助記号,括弧開,,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,2,貞観,貞観,,名詞,固有名詞,一般,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,2,政要,政要,,名詞,普通名詞,一般,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,1,」,」,,補助記号,括弧閉,,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,1,の,の,,助詞,格助詞,,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,2,読み,読む,,動詞,一般,,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,1,方,方,,接尾辞,名詞的,一般,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,1,(,（,,補助記号,括弧開,,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,2,日経,日経,,名詞,固有名詞,一般,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,4,ビジネス,ビジネス,,名詞,普通名詞,一般,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,1,人,人,,接尾辞,名詞的,一般,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,2,文庫,文庫,,名詞,普通名詞,一般,[],1
帝王学 「貞観政要」の読み方 (日経ビジネス人文庫),14,1,),）,,補助記号,括弧閉,,[],1
戦争論 (まんがで読破 91),8,2,戦争,戦争,,名詞,普通名詞,サ変可能,[],1
戦争論 (まんがで読破 91),8,1,論,論,,名詞,普通名詞,一般,[],1
戦争論 (まんがで読破 91),8,1,(,（,,補助記号,括弧開,,[],1
戦争論 (まんがで読破 91),8,3,まんが,漫画,,名詞,普通名詞,一般,[],1
戦争論 (まんがで読破 91),8,1,で,で,,助詞,格助詞,,[],1
戦争論 (まんがで読破 91),8,2,読破,読破,,名詞,普通名詞,サ変可能,[],1
戦争論 (まんがで読破 91),8,2,91,91,,名詞,数詞,,[],1
戦争論 (まんがで読破 91),8,1,),）,,補助記号,括弧閉,,[],1
遊撃戦論 (中公文庫),6,3,遊撃戦,遊撃戦,,名詞,普通名詞,一般,[],1
遊撃戦論 (中公文庫),6,1,論,論,,名詞,普通名詞,一般,[],1
遊撃戦論 (中公文庫),6,1,(,（,,補助記号,括弧開,,[],1
遊撃戦論 (中公文庫),6,2,中公,中公,,名詞,固有名詞,一般,[],1
遊撃戦論 (中公文庫),6,2,文庫,文庫,,名詞,普通名詞,一般,[],1
遊撃戦論 (中公文庫),6,1,),）,,補助記号,括弧閉,,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,2,失敗,失敗,,名詞,普通名詞,サ変可能,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,1,の,の,,助詞,格助詞,,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,2,本質,本質,,名詞,普通名詞,一般,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,1,―,―,,補助記号,一般,,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,3,日本軍,日本軍,,名詞,固有名詞,一般,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,1,の,の,,助詞,格助詞,,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,2,組織,組織,,名詞,普通名詞,サ変可能,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,1,論,論,,名詞,普通名詞,一般,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,1,的,的,,接尾辞,形状詞的,,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,2,研究,研究,,名詞,普通名詞,サ変可能,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,1,(,（,,補助記号,括弧開,,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,2,中公,中公,,名詞,固有名詞,一般,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,2,文庫,文庫,,名詞,普通名詞,一般,[],1
失敗の本質―日本軍の組織論的研究 (中公文庫),14,1,),）,,補助記号,括弧閉,,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,2,戦術,戦術,,名詞,普通名詞,一般,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,1,と,と,,助詞,格助詞,,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,2,指揮,指揮,,名詞,普通名詞,サ変可能,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,2,命令,命令,,名詞,普通名詞,サ変可能,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,1,の,の,,助詞,格助詞,,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,2,与え,与える,,動詞,一般,,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,1,方,方,,接尾辞,名詞的,一般,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,1,・,・,,補助記号,一般,,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,2,集団,集団,,名詞,普通名詞,一般,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,1,の,の,,助詞,格助詞,,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,3,動かし,動かす,,動詞,一般,,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,1,方,方,,接尾辞,名詞的,一般,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,1,(,（,,補助記号,括弧開,,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,3,PHP,PHP,,名詞,普通名詞,一般,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,2,文庫,文庫,,名詞,普通名詞,一般,[],1
戦術と指揮 命令の与え方・集団の動かし方 (PHP文庫),16,1,),）,,補助記号,括弧閉,,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,6,ビジョナリー,ビジョナリー,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,1,・,・,,補助記号,一般,,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,5,カンパニー,カンパニー,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,1,―,―,,補助記号,一般,,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,2,時代,時代,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,1,を,を,,助詞,格助詞,,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,3,超える,越える,,動詞,一般,,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,2,生存,生存,,名詞,普通名詞,サ変可能,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,1,の,の,,助詞,格助詞,,[],1
ビジョナリー・カンパニー ― 時代を超える生存の原則,10,2,原則,原則,,名詞,普通名詞,副詞可能,[],1
ビジョナリーカンパニー【特別編】,6,6,ビジョナリー,ビジョナリー,,名詞,普通名詞,一般,[],1
ビジョナリーカンパニー【特別編】,6,5,カンパニー,カンパニー,,名詞,普通名詞,一般,[],1
ビジョナリーカンパニー【特別編】,6,1,【,【,,補助記号,括弧開,,[],1
ビジョナリーカンパニー【特別編】,6,2,特別,特別,,形状詞,一般,,[],1
ビジョナリーカンパニー【特別編】,6,1,編,編,,名詞,普通名詞,助数詞可能,[],1
ビジョナリーカンパニー【特別編】,6,1,】,】,,補助記号,括弧閉,,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,6,ビジョナリー,ビジョナリー,,名詞,普通名詞,一般,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,5,カンパニー,カンパニー,,名詞,普通名詞,一般,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,1,1,1,,名詞,数詞,,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,1,~,～,,補助記号,一般,,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,1,4,4,,名詞,数詞,,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,1,巻,巻,,名詞,普通名詞,助数詞可能,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,1,+,+,,補助記号,一般,,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,2,特別,特別,,形状詞,一般,,[],1
ビジョナリーカンパニー 1~4巻+特別編,9,1,編,編,,名詞,普通名詞,助数詞可能,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,6,ビジョナリー,ビジョナリー,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,1,・,・,,補助記号,一般,,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,5,カンパニー,カンパニー,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,1,4,4,,名詞,数詞,,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,2,自分,自分,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,1,の,の,,助詞,格助詞,,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,2,意志,意志,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,1,で,で,,助詞,格助詞,,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,2,偉大,偉大,,形状詞,一般,,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,1,に,だ,,助動詞,,,[],1
ビジョナリー・カンパニー4 自分の意志で偉大になる,11,2,なる,成る,,動詞,非自立可能,,[],1
ビジョナリー・カンパニー3 衰退の五段階,8,6,ビジョナリー,ビジョナリー,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー3 衰退の五段階,8,1,・,・,,補助記号,一般,,[],1
ビジョナリー・カンパニー3 衰退の五段階,8,5,カンパニー,カンパニー,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー3 衰退の五段階,8,1,3,3,,名詞,数詞,,[],1
ビジョナリー・カンパニー3 衰退の五段階,8,2,衰退,衰退,,名詞,普通名詞,サ変可能,[],1
ビジョナリー・カンパニー3 衰退の五段階,8,1,の,の,,助詞,格助詞,,[],1
ビジョナリー・カンパニー3 衰退の五段階,8,1,五,5,,名詞,数詞,,[],1
ビジョナリー・カンパニー3 衰退の五段階,8,2,段階,段階,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー 2 - 飛躍の法則,8,6,ビジョナリー,ビジョナリー,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー 2 - 飛躍の法則,8,1,・,・,,補助記号,一般,,[],1
ビジョナリー・カンパニー 2 - 飛躍の法則,8,5,カンパニー,カンパニー,,名詞,普通名詞,一般,[],1
ビジョナリー・カンパニー 2 - 飛躍の法則,8,1,2,2,,名詞,数詞,,[],1
ビジョナリー・カンパニー 2 - 飛躍の法則,8,1,-,-,,補助記号,一般,,[],1
ビジョナリー・カンパニー 2 - 飛躍の法則,8,2,飛躍,飛躍,,名詞,普通名詞,サ変可能,[],1
ビジョナリー・カンパニー 2 - 飛躍の法則,8,1,の,の,,助詞,格助詞,,[],1
ビジョナリー・カンパニー 2 - 飛躍の法則,8,2,法則,法則,,名詞,普通名詞,一般,[],1
科学革命の構造,4,2,科学,科学,,名詞,普通名詞,サ変可能,[],1
科学革命の構造,4,2,革命,革命,,名詞,普通名詞,一般,[],1
科学革命の構造,4,1,の,の,,助詞,格助詞,,[],1
科学革命の構造,4,2,構造,構造,,名詞,普通名詞,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,3,複雑系,複雑系,,名詞,普通名詞,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,1,―,―,,補助記号,一般,,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,2,科学,科学,,名詞,普通名詞,サ変可能,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,2,革命,革命,,名詞,普通名詞,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,1,の,の,,助詞,格助詞,,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,3,震源地,震源地,,名詞,普通名詞,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,1,・,・,,補助記号,一般,,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,5,サンタフェ,サンタ・フェ,,名詞,固有名詞,地名,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,3,研究所,研究所,,名詞,普通名詞,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,1,の,の,,助詞,格助詞,,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,2,天才,天才,,名詞,普通名詞,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,2,たち,達,,接尾辞,名詞的,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,1,(,（,,補助記号,括弧開,,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,2,新潮,新潮,,名詞,普通名詞,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,2,文庫,文庫,,名詞,普通名詞,一般,[],1
複雑系―科学革命の震源地・サンタフェ研究所の天才たち (新潮文庫),16,1,),）,,補助記号,括弧閉,,[],1
暴力の人類史 上,4,2,暴力,暴力,,名詞,普通名詞,一般,[],1
暴力の人類史 上,4,1,の,の,,助詞,格助詞,,[],1
暴力の人類史 上,4,3,人類史,人類史,,名詞,普通名詞,一般,[],1
暴力の人類史 上,4,1,上,上,,名詞,普通名詞,副詞可能,[],1
暴力の人類史 下,4,2,暴力,暴力,,名詞,普通名詞,一般,[],1
暴力の人類史 下,4,1,の,の,,助詞,格助詞,,[],1
暴力の人類史 下,4,3,人類史,人類史,,名詞,普通名詞,一般,[],1
暴力の人類史 下,4,1,下,下,,名詞,普通名詞,一般,[],1
アナロジー思考,2,5,アナロジー,アナロジー,,名詞,普通名詞,一般,[],1
アナロジー思考,2,2,思考,思考,,名詞,普通名詞,サ変可能,[],1
ゴリオ爺さん (上) (岩波文庫),10,3,ゴリオ,ゴリオ,,名詞,固有名詞,人名,[],1
ゴリオ爺さん (上) (岩波文庫),10,1,爺,爺,,接尾辞,名詞的,一般,[],1
ゴリオ爺さん (上) (岩波文庫),10,2,さん,さん,,接尾辞,名詞的,一般,[],1
ゴリオ爺さん (上) (岩波文庫),10,1,(,（,,補助記号,括弧開,,[],1
ゴリオ爺さん (上) (岩波文庫),10,1,上,上,,名詞,普通名詞,副詞可能,[],1
ゴリオ爺さん (上) (岩波文庫),10,1,),）,,補助記号,括弧閉,,[],1
ゴリオ爺さん (上) (岩波文庫),10,1,(,（,,補助記号,括弧開,,[],1
ゴリオ爺さん (上) (岩波文庫),10,2,岩波,岩波,,名詞,固有名詞,一般,[],1
ゴリオ爺さん (上) (岩波文庫),10,2,文庫,文庫,,名詞,普通名詞,一般,[],1
ゴリオ爺さん (上) (岩波文庫),10,1,),）,,補助記号,括弧閉,,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,1,脳,脳,,名詞,普通名詞,一般,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,1,は,は,,助詞,係助詞,,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,3,いかに,如何に,,副詞,,,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,2,治癒,治癒,,名詞,普通名詞,サ変可能,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,1,を,を,,助詞,格助詞,,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,4,もたらす,齎す,,動詞,一般,,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,1,か,か,,助詞,副助詞,,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,2,神経,神経,,名詞,普通名詞,一般,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,3,可塑性,可塑性,,名詞,普通名詞,一般,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,2,研究,研究,,名詞,普通名詞,サ変可能,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,1,の,の,,助詞,格助詞,,[],1
脳はいかに治癒をもたらすか 神経可塑性研究の最前線,12,3,最前線,最前線,,名詞,普通名詞,一般,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,3,考える,考える,,動詞,一般,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,2,技術,技術,,名詞,普通名詞,一般,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,1,と,と,,助詞,格助詞,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,1,し,為る,,動詞,非自立可能,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,1,て,て,,助詞,接続助詞,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,1,の,の,,助詞,格助詞,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,3,統計学,統計学,,名詞,普通名詞,一般,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,2,生活,生活,,名詞,普通名詞,サ変可能,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,1,・,・,,補助記号,一般,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,4,ビジネス,ビジネス,,名詞,普通名詞,一般,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,1,・,・,,補助記号,一般,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,2,投資,投資,,名詞,普通名詞,サ変可能,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,1,に,に,,助詞,格助詞,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,3,生かす,生かす,,動詞,一般,,[],1
考える技術としての統計学 生活・ビジネス・投資に生かす (NHKブックス),18,1,(,（,,補助記号,括弧開,,[],1
